Date / Time,City,State,Shape,Duration,Summary,Posted
9/27/14 05:25,Vancouver (Canada),BC,Disk,10 minutes,Red/green/white/blue flashing lights seen on circular or disk shaped object by couple in vancouver B.C..,10/3/14
9/20/14 00:00,Keremeos (Canada),BC,Changing,1 hour,"A light brighter than any star, pulsating and changing colors, moved, parked, buzzing sound, orbs around.",4/3/15
9/13/14 21:30,Courtenay (Canada),BC,Oval,1+ minute,"Greenish white light full size of moon shape. Speeds off shooting off like a Rocket, and disappeared...",9/18/14
9/13/14 20:20,Nanoose Bay (Canada),BC,Circle,5 seconds,Saw bright coloured circular flash or object in sky for 3-5seconds.,9/18/14
9/13/14 20:18,Chilliwack (Canada),BC,Circle,4-6 seconds,We witnessed a green ball around 1000 feet in the air fly across the #1 highway and disintegrate into the mountains on the north side o,9/18/14
9/12/14 05:07,Vancouver (Canada),BC,Unknown,5 minutes,"Moving ""star,"" moving east in slow, crooked line before veering SE in Vancouver early morning sky.",9/18/14
9/11/14 02:58,Houston (Canada),BC,Sphere,15 seconds,Large sphere shaped light. The sphere was the light source.,9/18/14
8/29/14 20:00,Vancouver (Canada),BC,Light,2 seconds,Bright green streak across cloudy night sky in Vancouver.,8/31/14
8/26/14 21:45,West Kelowna (Canada),BC,Triangle,10 seconds,Nighttime UFO sightings West Kelowna.,8/29/14
8/21/14 00:25,Kitimat (Canada),BC,Circle,15 seconds,"Clustered, 5 to 8 objects in the night sky looking similar to a satellite, but moving a little more than double as fast.",8/22/14
8/18/14 22:15,Vancouver (Canada),BC,Fireball,3 seconds,Green Fireball - no sound. ((NUFORC Note: Possible meteor?? PD)),8/22/14
8/13/14 20:03,Mission (Canada),BC,Fireball,4 seconds,((HOAX??)) A huge fire ball the size of a house with a tail and smoke behind the tail it was quite and slow moving.,9/18/14
8/12/14 18:00,Esquimalt (Canada),BC,Light,5-7 minutes,Strange light in Vancouver island sky.,1/7/15
8/8/14 12:00,Port Coquitlam (Canada),BC,Unknown,1 minute,Small white object in daytime sky over Port Coquitlam.,8/15/14
8/3/14 17:30,Burnaby (Canada),BC,Cigar,15 minutes,I was sitting in my sun deck looking up at the sky. Saw a bright light shining. First I thought it was just a plane.,8/8/14
7/30/14 02:47,Kamloops (Canada),BC,Changing,4 minutes,Large bright white light slowly shrinking and dimming out of sight.,8/1/14
7/28/14 22:00,Nanaimo (Canada),BC,Oval,5 minutes,"Size of two houses, no noise and moving very slowly, lit on the bottom not super bright.",3/23/17
7/17/14 01:15,Vernon (Canada),BC,Fireball,20-30 seconds,Huge Fireball sited crossing sky in Vernon BC Canada early morning July 17th 2014,8/22/14
7/13/14 22:00,Richmond (Canada),BC,Fireball,10.00,Meteor/fireball looking object seen.,7/20/14
6/5/14 19:30,Powell River (Canada),BC,Light,45 seconds,Bright Orange light growing in size pulsating until it vanished into thin air leaving a humid sparkly small trail.,6/13/14
5/22/14 23:00,Merrit (Canada),BC,Light,3 seconds,((HOAX??)) Blue light falling down for a few seconds.,6/4/14
5/17/14 22:00,Maple Ridge (Canada),BC,Fireball,2.25,Yellowish/orange sphere seen by 8 people.,6/4/14
5/16/14 10:00,Parksville (Canada),BC,Light,3 minutes,"Two orange lights.,One last night steady.",6/4/14
5/11/14 18:00,Albas (Canada),BC,Circle,~1 hour,"I've been observing a single white disc for over one hour over Albas, bc. I is at least 2 mile in altitude and is stationary.",6/4/14
4/24/14 23:45,Naniamo (Canada),BC,Circle,2 seconds,Green ufo seen over NE british columbia like a larger shooting star. ((NUFORC Note: Possible meteor?? PD)),5/2/14
4/24/14 20:00,Kelowna (Canada),BC,Triangle,10 minutes,"Boomerang, V-shaped, craft with five bright lights as seen at Phoenix.",12/5/14
4/18/14 21:30,Nanaimo (Canada),BC,Light,30 seconds,3 white objects with no flashing lights travelling in single file.,4/24/14
4/14/14 22:00,Savona (Canada),BC,Oval,3 minutes,Traveled at a speed that i have never seen.,4/17/15
4/12/14 00:50,Kamloops (Canada),BC,,15 minutes,Large bright radiating white light seen on desolate mountain area above Kamloops.,4/18/14
4/11/14 21:00,Victoria (Canada),BC,Circle,2 minutes,"It was a huge, brightly lit orange ball, which was quite beautiful.",4/18/14
3/28/14 00:30,North Vancouver (Canada),BC,Flash,15 minutes,Brilliant radiating white flash over Vancouver horizon lights up entire sky 4 times,4/4/14
3/15/14 20:10,Cobble Hill (Canada),BC,Light,2 minutes,"3 coppery orange lights seen on Vancouver Island, BC 15 March 2014",3/18/14
2/27/14 22:00,Kamloops (Canada),BC,Disk,1 hour,"Flashing red, white and blue diamond shape in the sky for over a half hour it has slowly shifted. ((NUFORC Note: Sirius?? PD))",3/18/14
2/11/14 20:30,Victoria (Canada),BC,Sphere,15 minutes,Tonight I saw two distinct sightings. The first one was a very bright red light. The red was basically pure red. Half an hour later I s,2/14/14
2/9/14 03:33,Surrey (Canada),BC,Chevron,all night,Multiple times I have made object in sky move towards me by flashing my phone flash light at it.,2/14/14
2/6/14 07:00,Chilliwack (Canada),BC,,1 hour,((NUFORC Note: Witness provides no information. Elects to remain anonymous; provides no contact information. PD)),2/7/14
2/2/14 21:00,Nanaimo (Canada),BC,Changing,10 minutes,2 Unidentified Flaming objects growing and shrinking in size then disappearing,2/7/14
2/2/14 20:30,Lake Country (Canada),BC,Diamond,3 minutes,low hovering 'ufo' observed for several minutes while driving... saw very distinctly.,2/27/14
1/17/14 17:10,Elkford (Canada),BC,Light,10 second,As the sun was setting about 4 finger widths above the sun in the west/southwest was what looked like a really bright star even though,1/24/14
1/14/14 17:45,West Kelowna (Canada),BC,Other,15 minutes,Large light bigger than fullmoon moving in a circular and oval orbit in the sky above cloud line.,1/16/14
1/11/14 15:30,New Westminster (Canada),BC,Circle,10 minutes,A flying cluster of white light orbs.,1/16/14
1/10/14 20:26,Terrace (Canada),BC,Unknown,20 seconds,In the west southwest skies over Terrace BC... very far away (so not certain of shape or size) a red and yellow light hovering at first,1/16/14
1/1/14 01:00,Richmond (Canada),BC,Fireball,5 minutes,"UFO ""Fireball"" Sighting.",1/10/14
12/23/13 23:00,Parksville (Canada),BC,Circle,5 minutes,7 colored Orbs in a staggered V shape flying towards military base in Canada.,1/10/14
12/23/13 17:12,Vancouver (Canada),BC,Oval,,HOAX??)) I took a picture and than I saw UFO in the picture. It was shining. It has unknown color.,1/16/15
12/16/13 00:00,West Kelowna (Canada),BC,Unknown,~10 minutes,"Irregular flashing lights moving up down,forward backwards slowly,then speeding up,thought it was a satellite..nothing moves like this",12/23/13
12/2/13 23:30,Surrey (Canada),BC,Oval,5 seconds,I saw this oval shape bright light travelled in my bedroom. Heard a sound too. It was moving bright light.,12/12/13
11/25/13 22:13,Abbotsford (Canada),BC,Formation,3 minutes,"6 Orange orb lights in formation flying at night flying slowly as I looked up from a truck, and cought on high resolut security camera.",12/2/13
11/14/13 20:10,Vancouver (North) (Canada),BC,Flash,1.5 seconds,A bright white flash with blue hues resulting in power outage in area.,11/20/13
11/10/13 20:00,New Westminster (Canada),BC,Oval,20 minutes,Lights over New Westminster.,11/11/13
10/27/13 19:05,Port Alberni (Canada),BC,Circle,5 minutes,"I saw a large, round light, moving extremely slowly towards the top of the mountain across from me at treetop level.",11/11/13
10/24/13 19:10,West Vancouver (Canada),BC,Light,10 minutes,Solid white light over Vancouver BC moving due south.,11/11/13
10/18/13 19:30,Victoria (Canada),BC,Light,10 minutes,3 orange lights seen moving in the sky,10/23/13
10/17/13,Chilliwack (Canada),BC,Changing,2 minutes,New Information in order to make sense of sightings.,10/23/13
10/8/13 11:20,White Rock (Canada),BC,Fireball,10 minutes,Burning objects falling from the sky.,10/14/13
10/5/13 15:45,Victoria (Canada),BC,Disk,6 seconds,Object cross the mountains at high velocity color grey metalic. the video is on youtube now... http://youtu.be/hIa3fet_SZQ,10/14/13
9/16/13 17:45,Vernon (outside of) (Canada),BC,Light,<2 minutes,Two bright lights moving rapidly and erratically in the evening sky outside of vernon bc.,9/30/13
9/1/13 20:00,Vernon (Canada),BC,,several hours,"Night object with flashing red and green lights over Vernon, B.C. Canada. ((NUFORC Note: Twinkling star, we suspect. PD))",9/9/13
8/31/13 21:45,Campbell River (Canada),BC,Unknown,15 minutess,Multiple orange lights,9/9/13
8/22/13,Salmon Arm (Canada),BC,Sphere,5 minutes,((HOAX??)) this woman taller than me I am over 6 ft tall walked in front of me out of no where. ((anonymous report)),2/17/17
8/19/13 21:30,Vancouver (Canada),BC,Light,1 minute,"Looked and moved like a satellite, but disappeared.",9/9/13
8/17/13,Abbotsford (Canada),BC,Diamond,.02 seconds,"Maybe 60' from deck Camera,left to right turns, east to west then south in a hard left trun then a right turn south.",9/9/13
8/13/13 23:00,Kamloops (Canada),BC,Light,60 seconds,"Two ""satellites"" observed with identical trajectory/speed - similar to ISS observation account on Aug 8/2013 C2C episode.",8/30/13
8/12/13 23:00,Fort Nelson (Canada),BC,Unknown,2 minutes,"Low, slow, silent craft lights in diamond shape 3 bright white 1 bright red no flashing seen at night",8/30/13
8/10/13 23:45,Salmo (Canada),BC,Sphere,3-5 minutes,"Over a large music festival we spotted a circular object changing direction and speed, hovering and then disappear vertically.",8/30/13
8/10/13 23:00,Vernon (Canada),BC,Other,1 hour,"Multiple lights of red, green, blue and white blinking and hovering in the sky.",8/30/13
8/8/13 22:48,Chemainus (Canada),BC,Light,2-3 minutes,Redish Light following closely behind the ISS as it passed over British Columbia Canada,8/30/13
8/8/13 21:30,Kelowna (Canada),BC,Sphere,,Sometime after 9:00 this evening my husband called me to come and look at the Space Station and a small object that seemed to be follow,8/30/13
8/8/13 21:12,Richmond (Canada),BC,Circle,5 seconds,Bright blue white light fading in and fading out within 5 seconds,8/30/13
8/8/13 20:30,Kelowna (Canada),BC,Other,2 minutes,Space station flies over with object following close behind.,8/30/13
8/3/13 03:30,Maple Ridge (Canada),BC,Unknown,~20-30 minutes,Beams of light shooting in random directions coming from an unknown small orb.,1/10/14
7/29/13 01:00,Surrey (Canada),BC,Chevron,ALL NIGHT,Cheveron hovering and moving like a jellyfish. Pretends to be a star till you put you time forth watchin it then get friendly,8/30/13
7/28/13 22:40,Langley (Canada),BC,Triangle,20 seconds,A triangular shaped craft appeared in the night sky.,8/30/13
7/27/13 22:30,Prince George (Canada),BC,Sphere,30 seconds,Shere like orange light flew overhead and away quickly.,8/30/13
7/25/13 23:15,Vancouver (Canada),BC,Triangle,Contin.,7 or 8 dark shadows with green lights outlining a triangle,8/30/13
7/24/13 23:00,Burnaby (Canada),BC,Flash,2 minutes,A flash light across the sky every night at 11:00pm to 11:30pm.,8/30/13
7/13/13 01:30,Chilliwack Lake (Canada),BC,Light,20 seconds,Bight yellow-orange light that disappeared after one second three seperate times.,7/14/13
7/12/13 22:07,Vancouver (Canada),BC,Light,minute,Amber/red right.,7/14/13
7/11/13 10:00,Campbell River (Canada),BC,Oval,30 seconds,"Oval or almond shaped , white craft , low flying , moderate speed.",7/14/13
7/8/13 21:00,Chilliwack (Canada),BC,Light,0:07,I saw something thats just too unordinary hard to explain and i want answers ???,7/14/13
7/4/13 14:00,Salmon Arm (Canada),BC,Other,20 seconds,Bird like object travels silently in a too fast perfectly straight line until out of view.,7/5/13
6/30/13 23:13,Chilliwack (Canada),BC,Triangle,3 minutes,"3 lights in sky, appear connected and rotating.",7/3/13
6/30/13 23:00,Victoria (Canada),BC,Triangle,1 minute,3 bright lights sighted rising in the sky then disappearing.,7/3/13
6/24/13 00:15,Victoria (Canada),BC,Sphere,25 seconds,"Amber Spheres Over Victoria B,C, Canada",7/3/13
6/22/13 17:45,Victoria (Canada),BC,Circle,10 minutes,"I was lying in the grass Near the harbour today, It was a sunny day with blue skies above then I noticed one large bright white ball ho",7/3/13
5/25/13 03:30,New Westminster (Canada),BC,Unknown,15 seconds (?),Odd moving bright light over New westminster,6/2/13
4/19/13 22:00,Los Feliz (Canada),BC,Other,3 minutes,Hot-air-balloon-like object flying over night sky in Los Feliz,5/15/13
4/14/13 22:30,Port Alberni (Canada),BC,Light,3-4 minutes,04/14 2013.Port Alberni B.C.7 orange lights 3/4 min.Moving up and off to the right seen by3 people.Clear sky.,5/15/13
4/3/13 00:00,Vancouver (Canada),BC,Triangle,nightly,Nightly sighting-Transl. Green Crafts/Dark Shadow Crafts,5/15/13
3/27/13 20:45,Maple Ridge (Canada),BC,Unknown,<3-4 minutes,Red lights in the sky,5/15/13
3/27/13 03:29,Port Moody (Canada),BC,Teardrop,~10 seconds,Very bright object coming down from the sky that was not a meteor.,5/15/13
3/22/13 12:00,Abbotsford (Canada),BC,Diamond,unknown,Unexplained object in the fraser valley british columbia.,5/15/13
3/1/13 21:30,Vernon (Canada),BC,Formation,3-5 minutes,"2 Bright Orange pulsing lights, possibly connected, hover and rotate around Vernon, BC.",3/3/13
2/13/13 23:45,Victoria (Canada),BC,Light,~2 minutes,Multiple orange lights drifting across the sky over swan lake.,7/3/13
2/13/13 16:00,Burnaby (Canada),BC,Rectangle,15 minutes,Feb 15 2013 driving along Fraser four shore at around 4 pm. I saw a very large black square. It made no noise and had no lights.,2/28/13
2/7/13 21:30,Victoria (Canada),BC,Triangle,1 minute,"Triangular shaped, three lights very large. no sound, seen by 2",2/18/13
1/21/13 07:45,West Kelowna (Canada),BC,Changing,7:45-9:21,The object changed shape from diamond to triangle and greeny blue liquid fell on the road.,7/14/13
1/14/13 02:15,Bradford (UK/England),BC,Circle,Week day,((HOAX)) Circle and big.,2/4/13
1/13/13 04:45,Courtenay (Canada),BC,Light,1 second,Bright blue flash that lights up the night sky.,2/4/13
1/8/13 20:00,Vancouver (Canada),BC,Fireball,3 seconds,Green Fireball sighting at the edge of Stanley Park in Vancouver BC Canada,8/30/13
1/3/13 00:20,Langford (Canada),BC,Light,1 second,Bright light flew quickly overhead.,2/4/13
11/28/12 06:15,Delta (Canada),BC,Triangle,15 seconds,"2 crafts, triangle shape, with green and red lights on edges and flickering lights in between/along bottom.",12/20/12
11/21/12 21:30,Langley (Canada),BC,Fireball,30 minutes,There appeard to be two different UFO's One with red and blue light. the other more saucer shape with white light - 5 lights.,12/20/12
11/21/12 19:06,Vancouver (Canada),BC,Rectangle,2 hours,"Small, faint lights that fly above cloud line changing direction and speed.",12/20/12
11/15/12,Savona (Canada),BC,Circle,15 minutes,"Brightest lit object i have seen, circular. Hoovered and dimmed and came back on again.",11/19/12
11/12/12 22:17,Richmond (Canada),BC,Cross,20 seconds,Bright pink lights appears on North Richmond Sky,11/19/12
9/28/12 23:00,Victoria (Canada),BC,Light,20 minutes,We saw bright lights moving around in the sky going from bright to dull and then disapearing up in the sky.,10/30/12
9/20/12 13:00,Revelstoke (south of) (Canada),BC,Other,1 minute,WAS NOT SEEN OR HEARD DURING DRIVE - UNTIL WE LOOKED AT THE PHOTOS MONTHS LATER,10/30/12
9/8/12 23:00,Maple Ridge (Canada),BC,Light,4-5 minutes,"Large circular orange/red light spotted in the sky, moving south to north",9/24/12
